% 1. Title: IJC Resultaat voorspeller 
% 
% 2. Sources: 
% (a) Creator: L. van der Meulen 
% (b) Date: November 2016 
% 
% 3. Past Usage: (Several: here are some) 
%    - Best result sofar with MultilayerPercepton configures as follows: 
%              Scheme:       weka.classifiers.functions.MultilayerPerceptron  
%                             -L 0.1 -M 0.1 -N 8192 -V 0 -S 0 -E 20 -H t 
%              Result: 98.7% 
% 4. Relevant Information: 
%      Voorspellen van de uitslag van een schaakwedstrijd op basis van de 
%      gegevens van de speler (huidige sterkte, historisch resultaat) 
%  
%  
% 5. Number of Instances: 443 
%  
% 6. Number of Attributes: 22 + the class attribute [wit,remise,zwart] 
%  
% 7. Attribute Information: 
%    1. wit_rating        : numeric <0,2500>        Huidige rating speler wit 
%    2. wit_punten        : numeric <0,100>         Huidige aantal punten 
%    3. wit_groep         : numeric <0,9>           Huidige groep speler 
%    4. wit_resultaat_1   : 0,.5,1                  Laatste resutlaat speler wit [0 = verlies, .5 = remise, 1 = winst] 
%    5. wit_rating_1      : numeric <0,2500>        Huidige rating betreffende tegenstander 
%    6. wit_resultaat_2   : 0,.5,1                  Laatste resutlaat speler wit [0 = verlies, .5 = remise, 1 = winst] 
%    7. wit_rating_2      : numeric <0,2500>        Huidige rating betreffende tegenstander 
%    8. wit_resultaat_3   : 0,.5,1                  Laatste resutlaat speler wit [0 = verlies, .5 = remise, 1 = winst] 
%    9. wit_rating_3      : numeric <0,2500>        Huidige rating betreffende tegenstander 
%   10. wit_resultaat_4   : 0,.5,1                  Laatste resutlaat speler wit [0 = verlies, .5 = remise, 1 = winst] 
%   11. wit_rating_3      : numeric <0,2500>        Huidige rating betreffende tegenstander 
%   12. zwart_rating      : numeric <0,2500>        Huidige rating speler wit 
%   13. zwart_punten      : numeric <0,100>         Huidige aantal punten 
%   14. zwart_groep       : numeric <0,9>           Huidige groep speler 
%   15. zwart_resultaat_1 : 0,.5,1                  Laatste resutlaat speler wit [0 = verlies, .5 = remise, 1 = winst] 
%   16. zwart_rating_1    : numeric <0,2500>        Huidige rating betreffende tegenstander 
%   17. zwart_resultaat_2 : 0,.5,1                  Laatste resutlaat speler wit [0 = verlies, .5 = remise, 1 = winst] 
%   18. zwart_rating_2    : numeric <0,2500>        Huidige rating betreffende tegenstander 
%   19. zwart_resultaat_3 : 0,.5,1                  Laatste resutlaat speler wit [0 = verlies, .5 = remise, 1 = winst] 
%   20. zwart_rating_3    : numeric <0,2500>        Huidige rating betreffende tegenstander 
%   21. zwart_resultaat_4 : 0,.5,1                  Laatste resutlaat speler wit [0 = verlies, .5 = remise, 1 = winst] 
%   22. zwart_rating_4    : numeric <0,2500>        Huidige rating betreffende tegenstander 
%   23. resultaat         : wit, remise, zwart      Resultaat van de wedstrijd 
%  
% 8. Missing Attribute Values: (denoted by "?")
%    Attribute #:  Number of instances with missing values: 0 
%  
% 9. Class Distribution: 
%     1. wit    : 198 instances 
%     2. remise :  50 instances 
%     2. zwart  : 195 instances 
 
@RELATION chess_result 
@ATTRIBUTE wit_rating NUMERIC 
@ATTRIBUTE wit_stand NUMERIC 
@ATTRIBUTE wit_groep NUMERIC 
@ATTRIBUTE wit_resultaat_1 NUMERIC 
@ATTRIBUTE wit_rating_1 NUMERIC 
@ATTRIBUTE wit_resultaat_2 NUMERIC 
@ATTRIBUTE wit_rating_2 NUMERIC 
@ATTRIBUTE wit_resultaat_3 NUMERIC 
@ATTRIBUTE wit_rating_3 NUMERIC 
@ATTRIBUTE wit_resultaat_4 NUMERIC 
@ATTRIBUTE wit_rating_4 NUMERIC 
@ATTRIBUTE zwart_rating NUMERIC 
@ATTRIBUTE zwart_stand NUMERIC 
@ATTRIBUTE zwart_groep NUMERIC 
@ATTRIBUTE zwart_resultaat_1 NUMERIC 
@ATTRIBUTE zwart_rating_1 NUMERIC 
@ATTRIBUTE zwart_resultaat_2 NUMERIC 
@ATTRIBUTE zwart_rating_2 NUMERIC 
@ATTRIBUTE zwart_resultaat_3 NUMERIC 
@ATTRIBUTE zwart_rating_3 NUMERIC 
@ATTRIBUTE zwart_resultaat_4 NUMERIC 
@ATTRIBUTE zwart_rating_4 NUMERIC 
@ATTRIBUTE verschil_rating NUMERIC 
@ATTRIBUTE verschil_stand NUMERIC 
@ATTRIBUTE resultaat {wit,remise,zwart} 
 
@DATA 
472,59,4,0.0,525,0.0,432,1.0,384,1.0,392,525,59,4,0.0,472,0.0,499,1.0,443,1.0,494,-53,0,zwart
499,59,4,0.0,443,0.0,525,0.0,497,1.0,543,443,56,4,0.0,499,0.0,494,0.0,525,1.0,384,56,3,wit
514,62,4,1.0,485,0.0,537,1.0,499,0.0,543,531,61,4,0.0,0,0.0,776,0.0,642,0.0,0,-17,1,zwart
514,62,4,1.0,485,0.0,537,1.0,499,0.0,543,533,59,4,0.0,543,1.0,497,0.0,494,0.0,629,-19,3,wit
533,59,4,0.0,543,1.0,497,0.0,494,0.0,629,531,61,4,0.0,0,0.0,776,0.0,642,0.0,0,2,-2,zwart
427,54,3,0.0,368,0.0,392,1.0,346,1.0,432,392,55,3,0.0,378,0.0,427,0.0,494,0.0,472,35,-1,zwart
378,53,3,0.0,392,0.0,384,0.0,359,1.0,354,384,53,3,0.0,359,0.0,378,0.0,472,0.0,443,-6,0,wit
346,52,3,0.0,354,0.0,359,0.0,427,0.0,355,359,51,3,0.0,384,0.0,346,1.0,354,1.0,378,-13,1,wit
355,49,3,0.0,387,0.0,368,0.0,432,1.0,346,368,49,3,0.0,427,0.0,355,1.0,219,1.0,261,-13,0,wit
354,48,3,0.0,346,0.0,387,0.0,359,0.0,378,387,52,2,0.0,355,0.0,354,1.0,261,1.0,219,-33,-4,zwart
387,52,2,0.0,355,0.0,354,1.0,261,1.0,219,355,49,3,0.0,387,0.0,368,0.0,432,1.0,346,32,3,zwart
392,55,3,0.0,378,0.0,427,0.0,494,0.0,472,378,53,3,0.0,392,0.0,384,0.0,359,1.0,354,14,2,wit
368,49,3,0.0,427,0.0,355,1.0,219,1.0,261,359,51,3,1.0,354,1.0,378,0.0,427,1.0,249,9,-2,wit
384,53,3,0.0,359,0.0,378,0.0,472,0.0,443,427,54,3,1.0,346,1.0,432,1.0,359,0.5,384,-43,-1,zwart
346,52,3,0.0,354,0.0,359,0.0,427,0.0,355,354,48,3,0.0,346,0.0,387,0.0,359,0.0,378,-8,4,zwart
268,43,2,0.0,266,0.0,261,1.0,159,1.0,259,261,44,2,0.0,249,0.0,268,0.0,387,0.0,368,7,-1,wit
219,42,2,0.0,159,0.0,249,0.0,368,0.0,387,249,43,2,0.0,261,0.0,219,0.0,0,0.0,387,-30,-1,zwart
266,40,2,0.0,268,0.0,259,0.0,226,1.0,159,259,41,2,0.0,219,0.0,266,1.0,251,0.0,268,7,-1,wit
159,34,2,0.0,219,0.0,219,0.0,268,0.0,266,219,38,2,0.0,259,0.0,159,0.0,0,0.0,0,-60,-4,wit
261,44,2,0.0,249,0.0,268,0.0,387,0.0,368,249,43,2,0.0,261,0.0,219,0.0,0,0.0,387,12,1,wit
266,40,2,0.0,268,0.0,259,0.0,226,1.0,159,268,43,2,0.0,266,0.0,261,1.0,159,1.0,259,-2,-3,zwart
159,34,2,0.0,219,0.0,219,0.0,268,0.0,266,219,42,2,0.0,159,0.0,249,0.0,368,0.0,387,-60,-8,zwart
259,41,2,0.0,219,0.0,266,1.0,251,0.0,268,219,38,2,0.0,259,0.0,159,0.0,0,0.0,0,40,3,remise
236,40,1,0.0,205,0.0,226,0.0,0,0.5,205,251,37,1,0.0,259,0.5,226,0.0,258,1.0,205,-15,3,wit
226,37,1,1.0,266,0.5,251,1.0,133,0.0,642,205,35,1,0.0,236,0.0,197,1.0,181,0.0,642,21,2,remise
210,33,1,0.0,128,0.0,133,0.0,199,1.0,205,251,33,1,0.0,0,1.0,197,1.0,123,1.0,133,-41,0,zwart
197,33,1,1.0,128,1.0,123,0.0,251,1.0,133,199,32,1,1.0,642,0.5,181,1.0,171,1.0,119,-2,1,wit
236,40,1,0.0,205,0.0,226,0.0,0,0.5,205,226,37,1,1.0,266,0.5,251,1.0,133,0.0,642,10,3,wit
251,37,1,0.0,259,0.5,226,0.0,258,1.0,205,205,35,1,1.0,181,0.0,642,0.5,236,0.0,251,46,2,wit
199,32,1,1.0,642,0.5,181,1.0,171,1.0,119,251,33,1,0.0,0,1.0,197,1.0,123,1.0,133,-52,-1,wit
210,33,1,0.0,199,1.0,205,0.0,128,1.0,226,197,33,1,1.0,128,1.0,123,0.0,251,1.0,133,13,0,remise
123,25,1,0.0,171,0.0,197,0.0,221,0.0,251,133,29,1,0.0,0,0.0,226,0.0,197,0.0,251,-10,-4,zwart
133,29,1,0.0,0,0.0,226,0.0,197,0.0,251,128,27,1,0.0,197,1.0,133,1.0,642,0.0,171,5,2,zwart
123,25,1,0.0,171,0.0,197,0.0,221,0.0,251,128,27,1,0.0,197,1.0,133,1.0,642,0.0,171,-5,-2,zwart
221,31,0,0.0,161,0.0,131,1.0,169,1.0,171,131,22,0,0.0,112,0.0,221,1.0,132,0.0,625,90,9,wit
171,29,0,0.0,169,0.0,161,1.0,123,0.0,221,161,28,0,0.0,221,0.0,171,1.0,133,0.0,169,10,1,wit
138,21,0,0.0,132,0.0,169,0.5,1389,1.0,104,169,27,0,0.0,171,0.0,138,0.0,221,1.0,161,-31,-6,zwart
125,19,0,0.0,135,0.0,132,1.0,104,0.5,138,132,16,0,0.0,138,0.0,1389,0.0,131,1.0,112,-7,3,zwart
112,17,0,0.0,131,0.0,104,1.0,100,0.0,132,104,16,0,0.0,100,0.0,112,0.0,1389,0.0,138,8,1,remise
135,14,0,0.0,1389,0.0,139,0.5,625,1.0,100,139,15,0,0.0,100,0.0,135,0.0,0,0.0,104,-4,-1,remise
100,7,0,0.0,104,0.0,100,0.0,0,0.0,138,100,5,0,0.0,139,0.0,100,0.0,112,0.0,135,0,2,remise
161,28,0,0.0,221,0.0,171,1.0,133,0.0,169,221,31,0,0.0,161,0.0,131,1.0,169,1.0,171,-60,-3,zwart
169,27,0,0.0,171,0.0,138,0.0,221,1.0,161,171,29,0,0.0,169,0.0,161,1.0,123,0.0,221,-2,-2,wit
112,17,0,0.0,131,0.0,104,1.0,100,0.0,132,131,22,0,0.0,112,0.0,221,1.0,132,0.0,625,-19,-5,zwart
138,21,0,0.0,132,0.0,169,0.5,1389,1.0,104,132,16,0,0.0,138,0.0,1389,0.0,131,1.0,112,6,5,zwart
135,14,0,0.0,1389,0.0,139,0.5,625,1.0,100,125,19,0,0.0,135,0.0,132,1.0,104,0.5,138,10,-5,zwart
104,16,0,0.0,100,0.0,112,0.0,1389,0.0,138,100,7,0,0.0,104,0.0,100,0.0,0,0.0,138,4,9,wit
139,15,0,0.0,100,0.0,135,0.0,0,0.0,104,100,5,0,0.0,139,0.0,100,0.0,112,0.0,135,39,10,remise
1376,50,6,0.0,1668,0.0,1299,1.0,1217,0.0,1388,1668,60,6,0.0,1376,0.5,1449,0.5,1488,0.0,0,-292,-10,remise
1488,60,6,0.0,1394,0.0,1554,0.5,1668,0.0,0,1394,60,6,0.0,1488,0.0,0,0.0,1217,0.0,0,94,0,remise
619,40,5,0.0,553,0.0,794,0.0,553,1.0,524,794,50,5,0.0,734,0.0,619,1.0,773,0.0,734,-175,-10,zwart
553,40,5,0.0,619,0.0,777,1.0,509,1.0,516,777,50,5,0.0,760,0.0,553,0.0,734,1.0,652,-224,-10,zwart
734,50,5,0.0,794,0.0,760,1.0,777,1.0,794,760,50,5,0.0,777,0.0,734,0.0,812,0.0,782,-26,0,remise
553,40,5,0.0,619,0.0,777,1.0,509,1.0,516,619,40,5,0.0,553,0.0,794,0.0,553,1.0,524,-66,0,zwart
760,50,5,0.0,777,0.0,734,0.0,812,0.0,782,777,50,5,0.0,760,0.0,553,0.0,734,1.0,652,-17,0,zwart
794,50,5,0.0,734,0.0,619,1.0,773,0.0,734,734,50,5,0.0,794,0.0,760,1.0,777,1.0,794,60,0,remise
773,50,5,0.0,794,0.0,838,0.0,874,0.5,812,664,50,5,0.5,782,0.0,642,0.5,734,1.0,652,109,0,wit
773,50,5,0.0,794,0.0,838,0.0,874,0.5,812,652,50,5,1.0,642,0.0,777,1.0,655,0.0,664,121,0,wit
664,50,5,0.5,782,0.0,642,0.5,734,1.0,652,652,50,5,1.0,642,0.0,777,1.0,655,0.0,664,12,0,zwart
414,30,4,0.0,509,0.0,423,0.0,511,0.0,471,423,30,4,0.0,497,0.0,414,1.0,362,0.0,417,-9,0,wit
497,40,4,0.0,423,0.0,471,0.0,0,1.0,520,471,40,4,0.0,511,0.0,497,0.0,523,1.0,414,26,0,zwart
511,40,4,0.0,471,0.0,509,1.0,414,1.0,426,509,40,4,0.0,414,0.0,511,0.0,553,0.0,516,2,0,wit
553,40,4,0.0,524,0.0,516,1.0,619,0.0,655,516,40,4,0.0,520,0.0,553,1.0,509,0.0,553,37,0,wit
520,40,4,0.0,516,0.0,524,1.0,426,1.0,523,524,40,4,0.0,553,0.0,520,0.0,655,0.0,619,-4,0,zwart
509,40,4,0.0,414,0.0,511,0.0,553,0.0,516,414,30,4,0.0,509,0.0,423,0.0,511,0.0,471,95,10,zwart
423,30,4,0.0,497,0.0,414,1.0,362,0.0,417,497,40,4,0.0,423,0.0,471,0.0,0,1.0,520,-74,-10,wit
471,40,4,0.0,511,0.0,497,0.0,523,1.0,414,511,40,4,0.0,471,0.0,509,1.0,414,1.0,426,-40,0,remise
516,40,4,0.0,520,0.0,553,1.0,509,0.0,553,520,40,4,0.0,516,0.0,524,1.0,426,1.0,523,-4,0,wit
524,40,4,0.0,553,0.0,520,0.0,655,0.0,619,553,40,4,0.0,524,0.0,516,1.0,619,0.0,655,-29,0,wit
362,30,3,0.0,346,0.0,384,0.0,423,0.0,379,384,20,3,0.0,356,0.0,362,0.0,380,1.0,356,-22,10,zwart
356,30,3,0.0,384,0.0,261,1.0,346,0.0,384,261,20,3,0.0,335,0.0,356,1.0,248,0.0,292,95,10,wit
335,30,3,0.0,261,0.0,380,0.0,368,0.0,346,380,30,3,0.0,379,0.0,335,1.0,384,1.0,368,-45,0,remise
379,30,3,0.0,380,0.0,346,0.0,417,1.0,362,346,30,3,0.0,362,0.0,379,0.0,356,1.0,335,33,0,zwart
384,20,3,0.0,356,0.0,362,0.0,380,1.0,356,356,30,3,0.0,384,0.0,261,1.0,346,0.0,384,28,-10,wit
335,30,3,0.0,261,0.0,380,0.0,368,0.0,346,261,20,3,0.0,335,0.0,356,1.0,248,0.0,292,74,10,wit
380,30,3,0.0,379,0.0,335,1.0,384,1.0,368,379,30,3,0.0,380,0.0,346,0.0,417,1.0,362,1,0,zwart
346,30,3,0.0,362,0.0,379,0.0,356,1.0,335,362,30,3,0.0,346,0.0,384,0.0,423,0.0,379,-16,0,wit
214,10,2,0.0,245,0.0,249,0.0,259,0.5,196,249,10,2,0.0,218,0.0,214,1.0,196,0.0,259,-35,0,zwart
218,20,2,0.0,249,0.0,245,1.0,164,0.0,248,245,20,2,0.0,214,0.0,218,0.5,206,0.0,266,-27,0,remise
249,10,2,0.0,218,0.0,214,1.0,196,0.0,259,218,20,2,0.0,249,0.0,245,1.0,164,0.0,248,31,-10,wit
245,20,2,0.0,214,0.0,218,0.5,206,0.0,266,214,10,2,0.0,245,0.0,249,0.0,259,0.5,196,31,10,zwart
256,20,2,0.0,0,0.0,0,0.0,292,0.5,245,259,10,2,1.0,214,1.0,249,0.0,0,0.5,196,-3,10,zwart
256,20,2,0.0,0,0.0,0,0.0,292,0.5,245,266,20,2,0.0,292,1.0,245,0.0,214,1.0,164,-10,0,remise
259,10,2,1.0,214,1.0,249,0.0,0,0.5,196,266,20,2,0.0,292,1.0,245,0.0,214,1.0,164,-7,-10,wit
155,0,1,0.0,171,0.0,191,1.0,117,1.0,1376,191,0,1,0.0,100,0.0,155,1.0,171,1.0,117,-36,0,remise
196,10,1,0.0,237,0.0,100,0.0,249,0.5,214,100,10,1,0.0,191,0.0,196,0.0,152,0.0,132,96,0,zwart
171,0,1,0.0,155,0.0,237,0.0,191,1.0,141,237,0,1,0.0,196,0.0,171,1.0,141,1.0,135,-66,0,wit
237,0,1,0.0,196,0.0,171,1.0,141,1.0,135,196,10,1,0.0,237,0.0,100,0.0,249,0.5,214,41,-10,zwart
100,10,1,0.0,191,0.0,196,0.0,152,0.0,132,191,0,1,0.0,100,0.0,155,1.0,171,1.0,117,-91,10,zwart
155,0,1,0.0,171,0.0,191,1.0,117,1.0,1376,171,0,1,0.0,155,0.0,237,0.0,191,1.0,141,-16,0,zwart
152,10,1,1.0,100,1.0,132,0.0,209,1.0,132,200,10,1,0.5,209,0.0,245,0.0,203,1.0,196,-48,0,zwart
152,10,1,1.0,100,1.0,132,0.0,209,1.0,132,209,10,1,0.5,655,1.0,203,1.0,152,1.0,100,-57,0,wit
209,10,1,0.5,655,1.0,203,1.0,152,1.0,100,200,10,1,0.5,209,0.0,245,0.0,203,1.0,196,9,0,zwart
102,0,0,0.0,100,0.0,116,0.5,137,0.5,100,116,0,0,0.0,1376,0.0,102,1.0,100,0.5,100,-14,0,zwart
126,0,0,0.0,116,0.0,135,1.0,122,0.0,155,135,0,0,0.0,137,0.0,1376,1.0,100,0.0,237,-9,0,remise
100,0,0,0.0,102,0.0,137,0.0,116,0.5,102,137,0,0,0.0,135,0.0,100,0.5,102,0.5,122,-37,0,wit
102,0,0,0.0,100,0.0,116,0.5,137,0.5,100,100,0,0,0.0,102,0.0,137,0.0,116,0.5,102,2,0,remise
137,0,0,0.0,135,0.0,100,0.5,102,0.5,122,135,0,0,0.0,137,0.0,1376,1.0,100,0.0,237,2,0,zwart
116,0,0,0.0,1376,0.0,102,1.0,100,0.5,100,126,0,0,0.0,116,0.0,135,1.0,122,0.0,155,-10,0,zwart
1264,63,6,0.0,1449,0.0,0,0.0,1217,0.0,1299,1449,63,6,0.0,1264,0.0,0,0.5,1657,0.0,0,-185,0,zwart
1299,63,6,0.0,1217,0.0,0,1.0,1387,1.0,1264,1217,63,6,0.0,1299,0.0,0,1.0,1264,0.0,1387,82,0,wit
1013,53,5,0.0,782,0.0,786,0.0,0,1.0,838,786,55,5,0.0,874,0.0,1013,1.0,658,1.0,645,227,-2,zwart
874,53,5,0.0,786,0.0,795,0.0,0,0.0,0,795,54,5,0.0,838,0.0,874,0.5,738,1.0,624,79,-1,zwart
812,53,5,0.0,642,0.0,838,0.0,0,1.0,748,838,53,5,0.0,795,0.0,812,0.0,0,0.0,1013,-26,0,zwart
782,53,5,0.0,1013,0.0,738,0.0,0,0.5,645,738,53,5,0.0,624,0.0,782,0.5,795,0.5,748,44,0,remise
658,53,5,0.0,541,0.0,624,1.0,645,0.0,786,624,53,5,0.0,738,0.0,658,1.0,541,0.0,795,34,0,zwart
642,53,5,0.0,812,0.0,541,0.0,0,0.0,658,541,51,5,0.0,658,0.0,642,0.0,624,0.0,791,101,2,wit
786,55,5,0.0,874,0.0,1013,1.0,658,1.0,645,874,53,5,0.0,786,0.0,795,0.0,0,0.0,0,-88,2,remise
795,54,5,0.0,838,0.0,874,0.5,738,1.0,624,838,53,5,0.0,795,0.0,812,0.0,0,0.0,1013,-43,1,zwart
782,53,5,0.0,1013,0.0,738,0.0,0,0.5,645,1013,53,5,0.0,782,0.0,786,0.0,0,1.0,838,-231,0,zwart
812,53,5,0.0,642,0.0,838,0.0,0,1.0,748,642,53,5,0.0,812,0.0,541,0.0,0,0.0,658,170,0,wit
738,53,5,0.0,624,0.0,782,0.5,795,0.5,748,624,53,5,0.0,738,0.0,658,1.0,541,0.0,795,114,0,wit
541,51,5,0.0,658,0.0,642,0.0,624,0.0,791,658,53,5,0.0,541,0.0,624,1.0,645,0.0,786,-117,-2,zwart
549,45,4,0.0,486,0.0,442,1.0,550,1.0,496,442,45,4,0.0,550,0.0,549,1.0,481,1.0,427,107,0,zwart
550,43,4,0.0,442,0.0,486,0.0,549,1.0,518,486,44,4,0.0,549,0.0,550,0.5,521,1.0,468,64,-1,wit
426,43,4,0.0,481,0.0,518,0.0,0,0.0,496,518,43,4,0.0,417,0.0,426,1.0,496,0.0,550,-92,0,wit
496,41,4,0.0,468,0.0,417,0.0,518,0.0,549,417,43,4,0.0,518,0.0,496,0.0,0,1.0,377,79,-2,wit
468,41,4,0.0,496,0.0,481,0.0,427,0.0,486,481,41,4,0.0,426,0.0,468,0.0,442,0.0,521,-13,0,zwart
486,44,4,0.0,549,0.0,550,0.5,521,1.0,468,549,45,4,0.0,486,0.0,442,1.0,550,1.0,496,-63,-1,remise
442,45,4,0.0,550,0.0,549,1.0,481,1.0,427,550,43,4,0.0,442,0.0,486,0.0,549,1.0,518,-108,2,wit
417,43,4,0.0,518,0.0,496,0.0,0,1.0,377,518,43,4,0.0,417,0.0,426,1.0,496,0.0,550,-101,0,zwart
481,41,4,0.0,426,0.0,468,0.0,442,0.0,521,426,43,4,0.0,481,0.0,518,0.0,0,0.0,496,55,-2,wit
468,41,4,0.0,496,0.0,481,0.0,427,0.0,486,496,41,4,0.0,468,0.0,417,0.0,518,0.0,549,-28,0,zwart
521,44,4,0.5,486,1.0,481,1.0,442,1.0,426,523,43,4,0.0,0,1.0,486,0.0,496,1.0,426,-2,1,zwart
521,44,4,0.5,486,1.0,481,1.0,442,1.0,426,427,43,4,1.0,468,0.0,442,1.0,339,0.0,417,94,1,zwart
523,43,4,0.0,0,1.0,486,0.0,496,1.0,426,427,43,4,1.0,468,0.0,442,1.0,339,0.0,417,96,0,wit
405,35,3,0.0,345,0.0,372,1.0,353,1.0,339,372,35,3,0.0,368,0.0,405,1.0,339,1.0,377,33,0,wit
377,33,3,0.0,353,0.0,345,1.0,366,0.0,372,345,34,3,0.0,405,0.0,377,1.0,246,0.5,366,32,-1,zwart
353,33,3,0.0,377,0.0,368,0.0,405,1.0,246,368,33,3,0.0,372,0.0,353,0.0,0,1.0,345,-15,0,wit
292,33,3,0.0,339,0.0,366,0.0,0,1.0,253,366,32,3,0.0,246,0.0,292,0.0,377,0.5,345,-74,1,zwart
246,31,3,0.0,366,0.0,339,0.0,345,0.0,353,339,31,3,0.0,292,0.0,246,0.0,372,0.0,405,-93,0,wit
345,34,3,0.0,405,0.0,377,1.0,246,0.5,366,405,35,3,0.0,345,0.0,372,1.0,353,1.0,339,-60,-1,zwart
368,33,3,0.0,372,0.0,353,0.0,0,1.0,345,372,35,3,0.0,368,0.0,405,1.0,339,1.0,377,-4,-2,zwart
377,33,3,0.0,353,0.0,345,1.0,366,0.0,372,353,33,3,0.0,377,0.0,368,0.0,405,1.0,246,24,0,zwart
339,31,3,0.0,292,0.0,246,0.0,372,0.0,405,292,33,3,0.0,339,0.0,366,0.0,0,1.0,253,47,-2,zwart
366,32,3,0.0,246,0.0,292,0.0,377,0.5,345,246,31,3,0.0,366,0.0,339,0.0,345,0.0,353,120,1,wit
258,23,2,0.0,218,0.0,283,0.0,0,0.0,0,283,25,2,0.0,164,0.0,258,1.0,253,1.0,245,-25,-2,wit
248,23,2,0.0,230,0.0,269,0.0,0,0.0,246,269,25,2,0.0,253,0.0,248,1.0,209,1.0,218,-21,-2,zwart
218,23,2,0.0,258,0.0,253,1.0,230,0.0,269,253,22,2,0.0,269,0.0,218,0.0,283,0.5,245,-35,1,zwart
164,23,2,0.0,283,0.0,230,0.0,0,0.0,209,230,22,2,0.0,248,0.0,164,0.0,218,0.5,209,-66,1,zwart
283,25,2,0.0,164,0.0,258,1.0,253,1.0,245,164,23,2,0.0,283,0.0,230,0.0,0,0.0,209,119,2,wit
253,22,2,0.0,269,0.0,218,0.0,283,0.5,245,269,25,2,0.0,253,0.0,248,1.0,209,1.0,218,-16,-3,wit
258,23,2,0.0,218,0.0,283,0.0,0,0.0,0,218,23,2,0.0,258,0.0,253,1.0,230,0.0,269,40,0,wit
230,22,2,0.0,248,0.0,164,0.0,218,0.5,209,248,23,2,0.0,230,0.0,269,0.0,0,0.0,246,-18,-1,wit
197,14,1,0.0,132,0.0,197,1.0,109,0.5,146,197,15,1,0.0,245,0.0,197,1.0,146,1.0,208,0,-1,wit
245,13,1,0.0,197,0.0,132,0.0,0,0.0,203,132,13,1,0.0,197,0.0,245,0.0,0,0.0,157,113,0,wit
109,13,1,0.0,208,0.0,146,0.0,197,1.0,193,146,12,1,0.0,183,0.0,109,0.0,197,0.5,197,-37,1,wit
208,11,1,0.0,109,0.0,183,0.0,193,0.0,197,183,11,1,0.0,146,0.0,208,0.0,655,0.0,157,25,0,zwart
197,15,1,0.0,245,0.0,197,1.0,146,1.0,208,245,13,1,0.0,197,0.0,132,0.0,0,0.0,203,-48,2,zwart
197,14,1,0.0,132,0.0,197,1.0,109,0.5,146,132,13,1,0.0,197,0.0,245,0.0,0,0.0,157,65,1,wit
208,11,1,0.0,109,0.0,183,0.0,193,0.0,197,109,13,1,0.0,208,0.0,146,0.0,197,1.0,193,99,-2,wit
146,12,1,0.0,183,0.0,109,0.0,197,0.5,197,183,11,1,0.0,146,0.0,208,0.0,655,0.0,157,-37,1,zwart
203,13,1,0.0,0,1.0,245,0.0,183,1.0,655,193,13,1,1.0,208,0.0,109,0.0,269,0.5,218,10,0,wit
203,13,1,0.0,0,1.0,245,0.0,183,1.0,655,157,13,1,1.0,183,0.0,655,1.0,109,1.0,132,46,0,wit
193,13,1,1.0,208,0.0,109,0.0,269,0.5,218,157,13,1,1.0,183,0.0,655,1.0,109,1.0,132,36,0,zwart
147,4,0,0.0,116,0.0,117,1.0,111,0.5,1387,117,3,0,0.0,111,0.0,147,0.0,0,0.0,146,30,1,wit
116,3,0,0.0,147,0.0,111,0.0,1387,1.0,100,111,1,0,0.0,117,0.0,116,0.0,147,0.0,114,5,2,remise
147,4,0,0.0,116,0.0,117,1.0,111,0.5,1387,116,3,0,0.0,147,0.0,111,0.0,1387,1.0,100,31,1,wit
117,3,0,0.0,111,0.0,147,0.0,0,0.0,146,111,1,0,0.0,117,0.0,116,0.0,147,0.0,114,6,2,wit
114,4,0,0.5,100,1.0,111,0.0,116,0.5,100,138,4,0,1.0,116,0.5,147,1.0,122,0.0,146,-24,0,zwart
138,4,0,1.0,116,0.5,147,1.0,122,0.0,146,141,3,0,0.0,0,0.0,208,0.0,197,1.0,132,-3,1,remise
114,4,0,0.5,100,1.0,111,0.0,116,0.5,100,141,3,0,0.0,0,0.0,208,0.0,197,1.0,132,-27,1,zwart
1651,64,6,0.0,1657,0.0,0,0.0,0,1.0,1388,1657,66,6,0.0,1651,0.0,0,0.5,1387,0.5,1453,-6,-2,remise
1260,64,6,0.0,1554,0.0,1453,0.0,0,0.0,1209,1554,66,6,0.0,1260,0.0,0,0.0,0,1.0,1483,-294,-2,zwart
1483,66,6,0.0,1209,0.0,0,0.5,1399,0.0,1554,1209,64,6,0.0,1483,0.0,1307,0.0,0,1.0,1260,274,2,zwart
1453,68,6,0.0,1307,1.0,1260,0.0,0,0.5,1657,1307,68,6,0.0,1453,1.0,1209,0.0,0,1.0,1387,146,0,remise
859,58,5,0.0,747,0.0,810,1.0,801,1.0,806,810,59,5,0.0,791,0.0,859,0.5,855,1.0,995,49,-1,zwart
791,58,5,0.0,810,0.0,995,0.0,0,1.0,748,995,56,5,0.0,644,0.0,791,1.0,777,0.0,810,-204,2,zwart
747,57,5,0.0,859,0.0,644,1.0,631,0.5,777,644,56,5,0.0,995,0.0,747,0.0,806,1.0,527,103,1,zwart
631,56,5,0.0,777,0.0,855,0.0,747,1.0,651,855,55,5,0.0,655,0.0,631,0.5,810,0.0,801,-224,1,zwart
748,55,5,0.0,527,0.0,777,0.0,0,0.0,791,777,55,5,0.0,631,0.0,748,0.0,995,0.5,747,-29,0,remise
